18291 18000
4
1
2
3
4
189
Syuzanna Grigoryan
ARM
35
4 9644 0
4 9889 0
4 10172 0
4 10824 10
Noa Ben Israel
ISR
19
4 7266 10
4 7136 0
4 6856 0
3 5608 22
2 3973 0
2 3519 0
1 2088 0
1 699 11
1 8742 0
3 10502 22
3 10916 22
2 11872 6
2 12586 22
2 13069 22
2 13185 22
2 13409 22
2 14451 41
1 16739 40
3 17388 41
Noemi Gambirasio
ITA
12
3 6706 19
2 8914 6
2 8999 6
1 13389 100
4 13959 10
2 15285 25
3 16390 12
3 16470 31
3 17668 19
3 17765 19
3 17748 19
3 17907 19
Serena Federici
ITA
27
1 4552 0
1 4480 40
1 4439 0
1 4386 0
1 4363 0
1 4319 11
1 4285 11
1 4103 0
1 4053 0
1 3943 0
1 3126 29
3 9128 0
1 9580 0
1 9740 0
1 10083 0
2 10881 6
2 11082 6
2 11480 25
2 12194 0
3 13875 12
3 14645 0
1 16076 11
1 16571 0
3 17258 0
3 17309 12
3 17460 12
3 17611 22
Lavinia Tornaghi
ITA
69
1 7177 11
1 6883 11
1 5908 11
1 5271 11
1 5229 11
1 5163 0
1 5019 0
1 4929 11
1 4791 0
1 4749 11
1 4691 11
1 3916 11
1 3716 11
1 8004 40
1 7981 0
1 8132 11
1 8183 11
1 8490 0
4 9270 10
3 9767 0
3 9894 0
3 9935 0
3 10001 12
3 10681 12
3 10748 22
3 11419 22
3 11615 22
3 11790 22
3 11948 22
3 11982 22
3 12122 22
3 12152 22
3 12199 22
3 12664 0
3 12698 22
3 12750 22
3 12813 22
3 12783 22
3 12909 22
3 13095 22
3 13125 22
3 13211 41
3 13326 41
1 13506 40
1 14472 29
1 14712 29
1 14994 11
1 15048 11
1 15269 0
1 15341 0
1 15387 0
1 15417 0
1 15440 0
1 15485 0
1 15712 0
1 15736 52
1 15912 0
1 15991 0
1 16025 52
1 16064 52
1 16090 29
1 16263 0
1 16288 52
1 16382 11
1 16571 100
2 17008 6
2 17391 0
2 17863 0
2 17908 6
Sofia Maragò
ITA
19
1 7481 100
3 4985 0
3 4588 0
3 4470 0
1 2011 11
1 1859 11
2 9895 19
4 11600 0
4 12386 30
4 13531 36
4 15424 0
4 15598 0
3 15733 19
4 15930 0
4 16426 0
4 16700 0
4 17168 60
2 17531 25
4 17813 60
Iroha Maple Heffernan
JPN
53
3 7845 22
3 7732 22
3 7300 22
3 7172 0
3 5921 22
3 5812 12
3 5461 12
4 4925 10
4 4540 0
2 2876 100
2 2561 55
1 1554 100
3 8002 0
3 8121 22
3 8649 41
3 9368 41
3 9575 0
3 9639 41
3 9984 41
3 10117 41
3 10354 0
3 10455 0
3 10972 0
3 11078 0
3 11676 17
3 11710 58
3 12644 0
3 12754 41
3 12899 58
3 13122 58
3 13466 58
3 13648 41
